EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-72.4	1600 DK	michigan state @ boston college	Kayron Lynch Adams	ftd	o  	'+1200	'+1600	-	1100	-	-	-	-
-73.1	1200 FD	michigan state @ boston college	Jaedn Skeete	team_ftd	o  	'+1200	-	-	1100	-	-	-	-
-73.1	1200 FD	iowa @ minnesota	Daniel Jackson	ftd	o  	'+1200	'+1100	-	-	-	-	-	-
-75.1	1100 MGM	ucla @ lsu	Cj Daniels	2+td	o  	'+1100	-	-	1100	-	-	-	-
-75.1	1100 MGM	georgia tech @ louisville	Tyler Shough	2+td	o  	'+1100	-	-	1100	-	-	-	-
-79.5	2000 ESPN	miami ohio @ notre dame	Jordan Faison	ftd	o  	'+1600	'+850	'+2000/-6000	-	-	-	-	-
-80.9	1500 DK	iowa @ minnesota	Luke Lachey	ftd	o  	'+1200	'+1500	-	-	-	-	-	-
-82.1	1400 MGM	georgia tech @ louisville	Avery Boyd	team_ftd	o  	'+1200	-	-	1400	-	-	-	-
-82.1	1400 DK	california @ florida state	Nyziah Hunter	ftd	o  	'+1200	'+1400	-	-	-	-	-	-
-83.3	1300 FD	usc @ michigan	Zachariah Branch	2+td	o  	'+1300	-	-	1200	-	-	-	-
-83.3	1300 FD	tennessee @ oklahoma	Squirrel White	ftd	o  	'+1300	'+1200	-	1200	-	-	-	-
-83.3	1300 ESPN	arizona state @ texas tech	Caleb Douglas	ftd	o  	-	'+1200	'+1300/-3500	-	-	-	-	-
-84.5	1200 MGM	tennessee @ oklahoma	Squirrel White	2+td	o  	'+1200	-	-	1200	-	-	-	-
-84.5	1200 MGM	tennessee @ oklahoma	Chris Brazzell	2+td	o  	'+1200	-	-	1200	-	-	-	-
-84.5	1200 MGM	georgia tech @ louisville	Chris Bell	2+td	o  	'+1200	-	-	1200	-	-	-	-
-84.5	1200 MGM	california @ florida state	Dj Uiagalelei	2+td	o  	'+1200	-	-	1200	-	-	-	-
-85.5	1800 DK	usc @ michigan	Jakobi Lane	ftd	o  	'+1400	'+1800	-	1100	-	-	-	-
-87.0	1600 FD	usc @ michigan	Quinten Joyner	ftd	o  	'+1600	'+1200	-	1300	-	-	-	-
-88.6	1400 FD	usc @ michigan	Lake Mcree	ftd	o  	'+1400	'+1400	-	1100	-	-	-	-
-88.6	1400 FD	tennessee @ oklahoma	Jackson Arnold	ftd	o  	'+1400	'+1300	-	1200	-	-	-	-
-88.6	1400 FD	tennessee @ oklahoma	Chris Brazzell	ftd	o  	'+1400	'+1200	-	1300	-	-	-	-
-90.6	2900 FD	usc @ michigan	Frederick Moore	team_ftd	o  	'+2900	-	-	1300	-	-	-	-
-93.4	2000 FD	california @ florida state	Malik Benson	2+td	o  	'+2000	-	-	1300	-	-	-	-
-93.8	1900 FD	michigan state @ boston college	Jerand Bradley	ftd	o  	'+1900	'+1300	-	-	-	-	-	-
-94.1	1800 FD	usc @ michigan	Tyler Morris	team_ftd	o  	'+1800	-	-	1300	-	-	-	-
-94.1	1800 ESPN	arkansas @ auburn	Tyrone Broden	ftd	o  	'+1400	'+1200	'+1800/-5000	-	-	-	-	-
-94.4	1700 FD	tennessee @ oklahoma	Gavin Sawchuk	ftd	o  	'+1700	'+1500	-	1100	-	-	-	-
-94.4	1700 DK	georgia tech @ louisville	Jimmy Calloway	ftd	o  	'+1400	'+1700	-	1200	-	-	-	-
-94.7	1600 MGM	utah @ oklahoma state	Mike Mitchell	2+td	o  	'+1300	-	-	1600	-	-	-	-
-94.7	1600 MGM	tennessee @ oklahoma	Nic Anderson	2+td	o  	'+1300	-	-	1600	-	-	-	-
-94.7	1600 MGM	michigan state @ boston college	Kayron Lynch Adams	2+td	o  	'+1300	-	-	1600	-	-	-	-
-95.0	1500 FD	utah @ oklahoma state	Money Parks	2+td	o  	'+1500	-	-	1300	-	-	-	-
-95.0	1500 MGM	michigan state @ boston college	Jaron Glover	ftd	o  	-	'+1300	-	1500	-	-	-	-
-95.0	1500 FD	miami florida @ south florida	Nayquan Wright	ftd	o  	'+1500	-	-	1300	-	-	-	-
