EV	PN EV	EV Book	Game	Prop	O/U	FD	DK	MGM	BV	PB	PN	Kambi
-4.6	-	-3500 FD	ecuador @ colombia	1h_home_total	u 1.5	1420/-3500	-	1200/-5000	-	-	-	-	-	-
-4.6	-	168 FD	deportivo saprissa @ puntarenas	away_total	o 2.5	168/-220	'+145/-215	-	-	-	-	-	-	-
-4.6	-	-300 MGM	deportivo saprissa @ puntarenas	1h_total	o 0.5	-320/230	-	-300/210	-	-	-	-	-	-
-4.6	-4.6	-170 BV	caernarfon @ aberystwyth	1h_spread	o -0.25	-	-	-	-170/+128	-	-174/137	-	-	-
-4.6	-	-250 MGM	ad municipal liberia @ santos de guapiles	total	u 3.5	190/-280	-	175/-250	-	-	-	-	-	-
-4.7	-	-335 BV	sporting sj @ municipal grecia	away_total	u 2.5	255/-350	-	-	'+235/-335	-	-	-	-	-
-4.7	-	-1100 MGM	serbia @ montenegro	2h_away_total	u 2.5	-	-	550/-1100	-	650/-1199	-	-	-	-
-4.7	-	-1000 MGM	serbia @ montenegro	1h_total	u 2.5	640/-1200	-	550/-1000	-	600/-1099	-	575/-1115	-	-
-4.7	-	140 PB	serbia @ montenegro	1h_corners	o 4.5	-	-	120/-185	-	140/-200	-	-	-	-
-4.7	-	142 FD	serbia @ montenegro	1h_away_total	u 0.5	-182/142	-	-175/120	-	-180/140	-	-	-	-
-4.7	-	140 FD	paraguay @ bolivia	home_corners	o 2.5	140/-190	-	120/-185	-	-	-	-	-	-
-4.7	-	-350 FD	northern ireland @ slovenia	away_corners	u 5.5	240/-350	-	-	-	270/-425	-	250/-360	-	-
-4.7	-	130 FD	northern ireland @ slovenia	away_corners	u 3.5	-174/130	-	-	-	-150/105	-	-180/133	-	-
-4.7	-	-164 FD	northern ireland @ slovenia	1h_home_total	u 0.5	128/-164	-	125/-185	-	130/-170	-	-	-	-
-4.7	-	140 PB	northern ireland @ slovenia	1h_corners	o 4.5	-	-	120/-185	-	140/-200	-	-	-	-
-4.7	-	-3500 FD	malta @ ukraine	corners	u 14.5	1000/-3500	-	-	-	1200/-4000	-	-	-	-
-4.7	-	-120 MGM	lithuania @ hungary	total	u 2.5	100/-138	-105/-120	-115/-120	-	-105/-120	-	-107/-115	-	-
-4.7	-	-400 FD	lithuania @ hungary	corners	o 6.5	-400/270	-	-500/280	-	-425/270	-	-480/320	-	-
-4.7	-	-3500 FD	lithuania @ hungary	corners	u 14.5	1020/-3500	-	-	-	1200/-4000	-	-	-	-
-4.7	-	-175 MGM	lithuania @ hungary	2h_home_corners	u 3.5	-	-	115/-175	-	135/-190	-	-	-	-
-4.7	-	-4000 PB	lithuania @ hungary	2h_away_total	u 1.5	-	-	1250/-5000	-	1400/-4000	-	-	-	-
-4.7	-	230 DK	haverfordwest @ penybont	total	u 1.5	-290/200	-340/+230	-300/195	-270/+200	-	-	-	1.0 - 2.7 - 3.7	1.3 - 1.4 - 2.8
-4.7	-4.7	-155 BV	haverfordwest @ penybont	spread	u 0.0	-	-	-	'+118/-155	-	126/-156	-	-	-
-4.7	-	-4000 PB	england @ italy	spread	u -3.5	-	'+1100/-20000	-	-	1400/-4000	-	1400/-3335	-	-
-4.7	-	-1664 PB	england @ italy	away_total	u 3.5	900/-2500	'+800/-2000	-	-	850/-1664	-	800/-1667	-	-
-4.7	-	-575 PB	england @ italy	away_total	o 0.5	-620/400	-650/+400	-	-	-575/375	-	-670/390	-	-
-4.7	-	-170 PB	england @ italy	2h_total	u 1.5	-	-	130/-190	-	130/-170	-	132/-180	-	-
-4.7	-	-300 MGM	england @ italy	1h_home_total	u 0.5	225/-320	-	210/-300	-	230/-325	-	225/-345	-	-
-4.7	-	-700 PB	england @ italy	1h_away_total	u 1.5	470/-750	-	-	-	425/-700	-	-	-	-
-4.7	-	-375 MGM	cayman islands @ virgin islands	1h_total	o 0.5	-400/280	-	-375/240	-	-	-	-	-	-
-4.7	-4.4	-190 FD	caernarfon @ aberystwyth	total	o 2.5	-190/134	-210/+145	-210/140	-195/+147	-	-201/151	-210/150	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-4.8	-	180 FD	venezuela @ chile	home_total	u 0.5	-235/180	-	-225/160	-	-	-	-	-	-
-4.8	-	-122 FD	uruguay @ brazil	home_corners	u 4.5	-110/-122	-	-110/-135	-	-	-	-	-	-
-4.8	-	-375 MGM	uruguay @ brazil	away_total	u 1.5	280/-390	-	240/-375	-	-	-	-	-	-
-4.8	-	-115 FD	serbia @ montenegro	home_total	o 0.5	-115/-111	-125/-105	-120/-120	-	-115/-115	-	-122/-106	-	-
-4.8	-	-400 MGM	serbia @ montenegro	1h_corners	u 5.5	-	-	250/-400	-	290/-450	-	-	-	-
-4.8	-	-145 MGM	peru @ argentina	home_total	o 1.5	-148/116	-	-145/100	-	-	-	-	-	-
-4.8	-5.9	-110 FD	peru @ argentina	corners	u 8.5	-120/-110	-	-120/-125	-	-	-114/-108	-	-	-
-4.8	-	-3000 FD	northern ireland @ slovenia	home_corners	u 8.5	900/-3000	-	-	-	1100/-3497	-	-	-	-
-4.8	-	-2400 FD	northern ireland @ slovenia	corners	u 13.5	810/-2400	-	-	-	1000/-2500	-	-	-	-
-4.8	-	-350 PB	malta @ ukraine	home_corners	u 7.5	260/-380	-	-	-	225/-350	-	-	-	-
-4.8	-	190 PB	malta @ ukraine	away_corners	o 3.5	154/-210	-	-	-	190/-300	-	188/-265	-	-
-4.8	-	-300 MGM	malta @ ukraine	1h_total	o 0.5	-320/230	-	-300/200	-	-300/220	-	-360/230	-	-
-4.8	-	-1399 PB	lithuania @ hungary	spread	o 3.5	-	-2000/+700	-	-	-1399/750	-	-1250/800	-	-
-4.8	-	-5000 PB	lithuania @ hungary	home_total	u 4.5	1400/-6000	'+1200/-10000	-	-	1500/-5000	-	1400/-3335	-	-
-4.8	-	-700 PB	lithuania @ hungary	home_corners	o 3.5	-800/460	-	-	-	-700/400	-	-	-	-
-4.8	-	-1250 PB	lithuania @ hungary	1h_spread	u -0.5	-	-	-	-	700/-1250	-	700/-1250	-	-
-4.8	-	-4484 PB	england @ italy	away_corners	u 10.5	1280/-4500	-	-	-	1400/-4484	-	-	-	-
-4.8	-	-170 BV	caernarfon @ aberystwyth	away_total	u 2.5	-	'+125/-170	-	'+128/-170	-	-	138/-195	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-4.8	-	-650 MGM	caernarfon @ aberystwyth	1h_total	u 2.5	460/-750	-	380/-650	-	-	-	410/-770	0.7 - 0.4 - 1.1	0.4 - 1.0 - 1.4
-4.8	-4.8	-195 BV	caernarfon @ aberystwyth	1h_total	o 1.0	-	-	-	-195/+147	-	-199/155	-	0.7 - 0.4 - 1.1	0.4 - 1.0 - 1.4
-4.9	-4.6	176 FD	venezuela @ chile	total	u 1.5	-230/176	-	-225/155	-	-	-202/174	-	-	-
-4.9	-	-166 FD	venezuela @ chile	1h_away_total	u 0.5	130/-166	-	125/-185	-	-	-	-	-	-
-4.9	-	-220 FD	sporting sj @ municipal grecia	1h_total	u 1.5	170/-220	-	-	'+171/-230	-	-	-	-	-
-4.9	-	-1399 PB	serbia @ montenegro	corners	o 4.5	-1800/730	-	-	-	-1399/700	-	-	-	-
-4.9	-	-370 FD	serbia @ montenegro	corners	u 10.5	250/-370	-	240/-375	-	290/-450	-	280/-420	-	-
-4.9	-5.2	-300 MGM	peru @ argentina	1h_total	u 1.5	230/-320	-	210/-300	-	-	234/-280	-	-	-
-4.9	-	-550 MGM	peru @ argentina	1h_home_total	u 1.5	380/-600	-	333/-550	-	-	-	-	-	-
-4.9	-	105 MGM	paraguay @ bolivia	home_total	o 0.5	102/-130	-	105/-145	-	-	-	-	-	-
-4.9	-	-165 MGM	panama @ guatemala	total	u 2.5	129/-173	-	115/-165	-	-	-	-	-	-
-4.9	-	-600 MGM	northern ireland @ slovenia	total	u 3.5	400/-700	'+425/-600	360/-600	-	425/-800	-	390/-560	-	-
-4.9	-	-550 PB	northern ireland @ slovenia	home_corners	u 6.5	380/-600	-	-	-	340/-550	-	-	-	-
-4.9	-	-115 PB	northern ireland @ slovenia	corners	o 8.5	-122/-110	-125/-110	-130/-120	-	-115/-125	-	-115/-115	-	-
-4.9	-	-800 FD	northern ireland @ slovenia	away_corners	u 6.5	460/-800	-	-	-	500/-1000	-	-	-	-
-4.9	-	-1600 FD	malta @ ukraine	home_corners	o 2.5	-1600/660	-	-	-	-1664/800	-	-	-	-
-4.9	-	-2000 MGM	malta @ ukraine	away_total	u 1.5	870/-2200	'+850/-2500	950/-2000	-	1050/-2247	-	850/-2000	-	-
-4.9	-	-350 MGM	malta @ ukraine	2h_home_total	o 0.5	-	-	-350/230	-	-375/260	-	-	-	-
-4.9	-	115 PB	malta @ ukraine	1h_corners	o 4.5	-	'+105/-140	105/-160	-	115/-160	-	-	-	-
-4.9	-	-250 MGM	lithuania @ hungary	1h_total	u 1.5	200/-270	-	175/-250	-	190/-260	-	185/-265	-	-
-4.9	-	-800 MGM	lithuania @ hungary	1h_btts	u 	-	-	475/-800	-	500/-899	-	510/-910	-	-
-4.9	-	-1664 PB	england @ italy	away_corners	u 9.5	810/-2400	-	-	-	800/-1664	-	-	-	-
-4.9	-5.5	-650 MGM	ecuador @ colombia	total	u 3.5	450/-700	-	375/-650	-	-	433/-568	-	-	-
-4.9	-	-600 MGM	deportivo saprissa @ puntarenas	total	u 4.5	420/-750	'+380/-750	350/-600	-	-	-	-	-	-
-4.9	-	-400 MGM	caernarfon @ aberystwyth	total	u 4.5	290/-480	'+265/-425	270/-400	-	-	-	310/-480	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-4.9	-	-350 BV	caernarfon @ aberystwyth	home_total	u 1.5	-	'+260/-390	-	'+245/-350	-	-	255/-385	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-5.0	-5.5	-1100 MGM	venezuela @ chile	total	o 0.5	-1200/660	-	-1100/550	-	-	-875/623	-	-	-
-5.0	-	-500 MGM	uruguay @ brazil	corners	u 10.5	350/-550	-	300/-500	-	-	-	-	-	-
-5.0	-	-1300 FD	serbia @ montenegro	corners	u 12.5	580/-1300	-	-	-	700/-1399	-	-	-	-
-5.0	-	146 FD	san marino @ denmark	home_corners	o 11.5	146/-200	-	-	-	-	-	135/-182	-	-
-5.0	-	-165 MGM	peru @ argentina	away_corners	o 2.5	-174/128	-	-165/110	-	-	-	-	-	-
-5.0	-	-500 MGM	panama @ guatemala	total	u 3.5	350/-550	-	290/-500	-	-	-	-	-	-
-5.0	-	-1400 MGM	panama @ guatemala	total	o 0.5	-1450/740	-	-1400/675	-	-	-	-	-	-
-5.0	-	-170 PB	northern ireland @ slovenia	spread	o 0.5	-	-180/+130	-185/130	-	-170/130	-	-167/140	-	-
-5.0	-	-525 PB	northern ireland @ slovenia	home_corners	o 2.5	-600/360	-	-	-	-525/320	-	-	-	-
-5.0	-	-275 MGM	northern ireland @ slovenia	2h_total	o 0.5	-	-	-275/195	-	-275/200	-	-315/215	-	-
-5.0	-	-235 DK	malta @ ukraine	spread	o 2.5	-	-235/+165	-	-	-240/175	-	-240/190	-	-
-5.0	-	-375 PB	malta @ ukraine	away_corners	o 1.5	-	-	-	-	-375/240	-	-400/275	-	-
-5.0	-	-210 MGM	malta @ ukraine	1h_total	u 1.5	166/-215	-	145/-210	-	165/-225	-	155/-225	-	-
-5.0	-	-475 PB	lithuania @ hungary	home_corners	u 8.5	330/-550	-	-	-	300/-475	-	-	-	-
-5.0	-5.0	-145 BV	haverfordwest @ penybont	1h_spread	u 0.0	-	-	-	'+110/-145	-	118/-143	-	-	-
-5.0	-	-400 MGM	england @ italy	total	u 3.5	275/-450	'+295/-400	280/-400	-	290/-450	-	300/-435	-	-
-5.0	-	-1748 PB	england @ italy	corners	o 4.5	-2400/820	-	-	-	-1748/850	-	-	-	-
-5.0	-	-1150 FD	england @ italy	corners	u 12.5	560/-1150	-	-	-	650/-1250	-	-	-	-
-5.0	-	-110 DK	england @ italy	away_total	u 1.5	-111/-115	-120/-110	-	-	-115/-115	-	-120/-109	-	-
-5.0	-	-899 PB	england @ italy	away_corners	u 8.5	540/-1150	-	-	-	475/-899	-	-	-	-
-5.0	-	-700 MGM	england @ italy	2h_total	u 2.5	-	-	425/-700	-	450/-750	-	460/-835	-	-
-5.0	-	-2247 PB	england @ italy	2h_home_total	u 1.5	-	-	950/-2500	-	1050/-2247	-	-	-	-
-5.0	-	-350 MGM	england @ italy	1h_dnb	o 	-	-	-350/230	-	-	-	-455/245	-	-
-5.0	-	-500 MGM	el salvador @ martinique	total	u 3.5	350/-550	-	300/-500	-	-	-	-	-	-
-5.0	-	-146 FD	ecuador @ colombia	1h_away_total	u 0.5	116/-146	-	110/-160	-	-	-	-	-	-
-5.0	-	-215 DK	deportivo saprissa @ puntarenas	away_total	u 2.5	168/-220	'+145/-215	-	-	-	-	-	-	-
-5.0	-	-230 BV	caernarfon @ aberystwyth	away_total	o 1.5	-	-250/+175	-	-230/+171	-	-	-245/175	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-5.1	-4.9	-550 MGM	venezuela @ chile	total	u 3.5	370/-600	-	333/-550	-	-	394/-509	-	-	-
-5.1	-4.2	-120 MGM	venezuela @ chile	corners	u 8.5	-110/-122	-	-120/-120	-	-	-101/-122	-	-	-
-5.1	-5.0	-400 MGM	uruguay @ brazil	total	u 3.5	290/-410	-	260/-400	-	-	301/-375	-	-	-
-5.1	-	-400 MGM	serbia @ montenegro	total	o 1.5	-450/275	-425/+310	-400/260	-	-425/270	-	-420/300	-	-
-5.1	-	-1399 PB	serbia @ montenegro	spread	u -3.5	-	'+650/-1800	-	-	750/-1399	-	800/-1250	-	-
-5.1	-	-450 PB	serbia @ montenegro	away_corners	u 7.5	320/-480	-	-	-	290/-450	-	-	-	-
-5.1	-	-120 PB	serbia @ montenegro	1h_away_corners	o 2.5	-	-	-135/-115	-	-120/-120	-	-	-	-
-5.1	-	100 MGM	san marino @ denmark	home_total	u 4.5	-	-120/-110	-140/100	-	-	-	-134/102	-	-
-5.1	-	-900 DK	san marino @ denmark	home_total	o 2.5	-	-900/+500	-	-	-	-	-910/550	-	-
-5.1	-	-650 DK	san marino @ denmark	away_total	u 0.5	-	'+400/-650	400/-1000	-	-	-	440/-670	-	-
-5.1	-5.2	-225 MGM	peru @ argentina	1h_total	o 0.5	-230/176	-	-225/150	-	-	-213/181	-	-	-
-5.1	-5.1	-650 MGM	peru @ argentina	1h_dnb	u 	-	-	360/-650	-	-	429/-701	-	-	-
-5.1	-	-1000 MGM	northern ireland @ slovenia	2h_total	u 2.5	-	-	525/-1000	-	600/-1099	-	575/-1000	-	-
-5.1	-	-800 MGM	northern ireland @ slovenia	2h_home_total	u 1.5	-	-	450/-800	-	500/-899	-	-	-	-
-5.1	-	-500 MGM	northern ireland @ slovenia	2h_btts	u 	-	-	300/-500	-	375/-575	-	320/-530	-	-
-5.1	-	115 MGM	malta @ ukraine	1h_home_corners	u 2.5	-	-	-175/115	-	-150/105	-	-	-	-
-5.1	-	-275 MGM	england @ italy	total	o 1.5	-300/200	-280/+215	-275/185	-	-310/200	-	-278/215	-	-
-5.1	-	-350 MGM	england @ italy	2h_total	o 0.5	-	-	-350/230	-	-375/260	-	-400/250	-	-
-5.1	-5.0	-210 MGM	ecuador @ colombia	total	u 2.5	162/-223	-	150/-210	-	-	171/-199	-	-	-
-5.1	-	-750 DK	deportivo saprissa @ puntarenas	away_total	u 3.5	480/-800	'+390/-750	-	-	-	-	-	-	-
-5.1	-	-650 MGM	cayman islands @ virgin islands	total	o 1.5	-700/430	-	-650/380	-	-	-	-	-	-
-5.1	-	-1100 MGM	caernarfon @ aberystwyth	total	u 5.5	590/-1450	'+550/-1400	575/-1100	-	-	-	700/-1430	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-5.1	-4.9	130 FD	caernarfon @ aberystwyth	1h_total	o 1.5	130/-166	-	115/-165	'+123/-163	-	125/-158	118/-175	0.7 - 0.4 - 1.1	0.4 - 1.0 - 1.4
-5.2	-	-275 MGM	venezuela @ chile	away_total	o 0.5	-280/210	-	-275/180	-	-	-	-	-	-
-5.2	-	-450 MGM	uruguay @ brazil	home_total	o 0.5	-460/320	-	-450/275	-	-	-	-	-	-
-5.2	-5.2	-650 MGM	uruguay @ brazil	1h_btts	u 	-	-	380/-650	-	-	427/-697	-	-	-
-5.2	-	-2400 FD	uruguay @ brazil	1h_away_total	u 1.5	1200/-2400	-	950/-2500	-	-	-	-	-	-
-5.2	-	-2994 PB	serbia @ montenegro	2h_home_total	u 1.5	-	-	1050/-3000	-	1200/-2994	-	-	-	-
-5.2	-	-185 MGM	serbia @ montenegro	1h_corners	u 4.5	-	-	120/-185	-	140/-200	-	-	-	-
-5.2	-	-120 MGM	san marino @ denmark	corners	u 11.5	-104/-130	-115/-120	-125/-120	-	-	-	-106/-125	-	-
-5.2	-	-4500 FD	peru @ argentina	1h_home_total	u 2.5	1650/-4500	-	1200/-5000	-	-	-	-	-	-
-5.2	-6.1	-192 FD	paraguay @ bolivia	corners	o 7.5	-192/142	-	-225/145	-	-	-190/146	-	-	-
-5.2	-	-370 FD	paraguay @ bolivia	corners	o 6.5	-370/250	-	-450/260	-	-	-	-	-	-
-5.2	-	-270 FD	northern ireland @ slovenia	home_corners	u 5.5	194/-270	-	-	-	185/-280	-	215/-315	-	-
-5.2	-	-160 PB	northern ireland @ slovenia	2h_home_corners	u 2.5	-	-	120/-175	-	115/-160	-	-	-	-
-5.2	-	-375 MGM	northern ireland @ slovenia	1h_total	u 1.5	270/-400	-	250/-375	-	280/-400	-	265/-400	-	-
-5.2	-	-185 MGM	northern ireland @ slovenia	1h_corners	u 4.5	-	-	120/-185	-	140/-200	-	-	-	-
-5.2	-	-215 FD	northern ireland @ slovenia	1h_away_total	u 0.5	166/-215	-	-	-	165/-225	-	-	-	-
-5.2	-	125 PB	malta @ ukraine	spread	o 1.5	-	'+120/-165	115/-165	-	125/-165	-	118/-143	-	-
-5.2	-	-750 MGM	malta @ ukraine	2h_home_total	u 2.5	-	-	425/-750	-	475/-800	-	-	-	-
-5.2	-	-290 DK	lithuania @ hungary	spread	u 0.5	-	'+200/-290	-	-	220/-300	-	225/-278	-	-
-5.2	-	-1399 PB	lithuania @ hungary	spread	u -0.5	-	'+650/-1600	-	-	750/-1399	-	800/-1250	-	-
-5.2	-	-400 MGM	lithuania @ hungary	1h_away_total	u 0.5	280/-400	-	260/-400	-	300/-425	-	-	-	-
-5.2	-	-250 MGM	lithuania @ hungary	1h_away_corners	o 0.5	-	-	-250/165	-	-280/185	-	-	-	-
-5.2	-7.6	-275 MGM	haverfordwest @ penybont	1h_total	u 1.5	220/-300	-	190/-275	'+212/-300	-	191/-260	-	0.0 - 0.7 - 0.7	0.4 - 0.6 - 1.0
-5.2	-	127 FD	el salvador @ martinique	total	o 2.5	127/-173	-	115/-165	-	-	-	-	-	-
-5.2	-	-1800 FD	el salvador @ martinique	1h_total	u 2.5	960/-1800	-	825/-2000	-	-	-	-	-	-
-5.2	-	-2400 FD	ecuador @ colombia	1h_total	u 2.5	1200/-2400	-	950/-2500	-	-	-	-	-	-
-5.2	-	-400 MGM	ecuador @ colombia	1h_total	u 1.5	290/-410	-	260/-400	-	-	-	-	-	-
-5.2	-	-2400 FD	ad municipal liberia @ santos de guapiles	total	o 0.5	-2400/730	-	-2500/950	-	-	-	-	-	-
-5.3	-5.1	-225 MGM	uruguay @ brazil	1h_total	o 0.5	-225/174	-	-225/155	-	-	-212/182	-	-	-
-5.3	-	-345 BV	sporting sj @ municipal grecia	home_total	u 1.5	255/-350	-	-	'+240/-345	-	-	-	-	-
-5.3	-	-700 MGM	serbia @ montenegro	home_total	u 1.5	460/-750	'+425/-700	425/-700	-	450/-750	-	460/-715	-	-
-5.3	-	-186 FD	serbia @ montenegro	away_corners	o 4.5	-186/138	-	-	-	-190/135	-	-205/150	-	-
-5.3	-	-350 FD	paraguay @ bolivia	corners	u 10.5	245/-350	-	250/-400	-	-	-	-	-	-
-5.3	-	-240 PB	northern ireland @ slovenia	2h_corners	o 3.5	-	-	-275/175	-	-240/160	-	-	-	-
-5.3	-	-550 PB	malta @ ukraine	corners	u 11.5	370/-600	-	-	-	340/-550	-	375/-590	-	-
-5.3	-	-300 MGM	malta @ ukraine	corners	u 10.5	220/-320	-	200/-300	-	210/-325	-	230/-335	-	-
-5.3	-	-500 MGM	malta @ ukraine	2h_total	o 0.5	-	-	-500/310	-	-550/350	-	-560/335	-	-
-5.3	-	-425 PB	lithuania @ hungary	spread	o 2.5	-	-475/+300	-	-	-425/300	-	-400/310	-	-
-5.3	-5.3	-210 BV	haverfordwest @ penybont	spread	u -0.25	-	-	-	'+155/-210	-	163/-213	-	-	-
-5.3	-	-400 PB	england @ italy	away_total	u 2.5	310/-440	'+285/-400	-	-	280/-400	-	265/-435	-	-
-5.3	-	-165 MGM	el salvador @ martinique	total	u 2.5	127/-173	-	115/-165	-	-	-	-	-	-
-5.3	-	-175 MGM	cayman islands @ virgin islands	total	u 3.5	138/-176	-	120/-175	-	-	-	-	-	-
-5.4	-	-275 MGM	uruguay @ brazil	corners	u 9.5	205/-290	-	175/-275	-	-	-	-	-	-
-5.4	-	-195 BV	sporting sj @ municipal grecia	home_total	o 0.5	-196/152	-	-	-195/+147	-	-	-	-	-
-5.4	-	-215 FD	sporting sj @ municipal grecia	1h_home_total	u 0.5	168/-215	-	-	'+165/-220	-	-	-	-	-
-5.4	-	-1200 DK	san marino @ denmark	home_total	u 7.5	-	'+600/-1200	-	-	-	-	650/-1115	-	-
-5.4	-	-700 PB	northern ireland @ slovenia	spread	o 1.5	-	-800/+450	-	-	-700/425	-	-590/450	-	-
-5.4	-	-110 FD	northern ireland @ slovenia	corners	u 8.5	-122/-110	-125/-110	-130/-120	-	-115/-125	-	-115/-115	-	-
-5.4	-	-225 MGM	northern ireland @ slovenia	2h_total	u 1.5	-	-	155/-225	-	175/-240	-	165/-235	-	-
-5.4	-	-180 PB	northern ireland @ slovenia	1h_total	o 0.5	-182/142	-	-185/125	-	-180/140	-	-200/145	-	-
-5.4	-	-2247 PB	malta @ ukraine	home_corners	u 10.5	890/-3000	-	-	-	950/-2247	-	-	-	-
-5.4	-	-525 PB	lithuania @ hungary	corners	u 11.5	370/-600	-	-	-	320/-525	-	340/-530	-	-
-5.4	-	-600 MGM	lithuania @ hungary	2h_total	u 2.5	-	-	350/-600	-	400/-625	-	390/-670	-	-
-5.4	-	-1400 MGM	haverfordwest @ penybont	total	o 0.5	-1450/590	-3000/+800	-1400/700	-	-	-	-	1.0 - 2.7 - 3.7	1.3 - 1.4 - 2.8
-5.4	-	-145 PB	england @ italy	total	u 2.5	110/-150	'+115/-145	110/-155	-	115/-145	-	116/-143	-	-
-5.4	-	-750 PB	england @ italy	spread	o 0.5	-	-800/+425	-	-	-750/450	-	-835/510	-	-
-5.4	-	-155 MGM	ecuador @ colombia	home_total	o 0.5	-156/122	-	-155/110	-	-	-	-	-	-
-5.4	-6.2	-145 BV	caernarfon @ aberystwyth	spread	u -1.5	-	'+110/-145	-	'+110/-145	-	114/-140	118/-157	-	-
-5.5	-	-1800 FD	venezuela @ chile	1h_home_total	u 1.5	960/-1800	-	800/-2000	-	-	-	-	-	-
-5.5	-	-146 FD	uruguay @ brazil	home_total	u 1.5	114/-146	-	110/-155	-	-	-	-	-	-
-5.5	-	-190 MGM	serbia @ montenegro	away_total	o 1.5	-194/150	-195/+145	-190/135	-	-190/145	-	-195/148	-	-
-5.5	-	240 FD	peru @ argentina	home_total	o 2.5	240/-330	-	210/-300	-	-	-	-	-	-
-5.5	-5.5	125 MGM	peru @ argentina	1h_corners	o 4.5	-	-	125/-190	-	-	122/-154	-	-	-
-5.5	-	-425 PB	northern ireland @ slovenia	1h_spread	u -0.5	-	-	-	-	300/-425	-	300/-435	-	-
-5.5	-	-190 PB	northern ireland @ slovenia	1h_home_corners	o 1.5	-	-	-210/140	-	-190/135	-	-	-	-
-5.5	-	-220 FD	malta @ ukraine	corners	o 7.5	-220/162	-	-275/175	-	-220/150	-	-230/165	-	-
-5.5	-	185 MGM	malta @ ukraine	2h_corners	u 3.5	-	-	-275/185	-	-240/160	-	-	-	-
-5.5	-	-375 PB	lithuania @ hungary	away_corners	u 3.5	280/-410	-	-	-	240/-375	-	255/-375	-	-
-5.5	-	-650 MGM	lithuania @ hungary	2h_dnb	u 	-	-	380/-650	-	-	-	410/-770	-	-
-5.5	-	-160 PB	lithuania @ hungary	1h_corners	u 4.5	-	'+125/-170	115/-175	-	115/-160	-	-	-	-
-5.5	-	-370 DK	haverfordwest @ penybont	total	u 3.5	270/-430	'+250/-370	250/-400	-	-	-	-	1.0 - 2.7 - 3.7	1.3 - 1.4 - 2.8
-5.5	-	-170 PB	england @ italy	spread	o -0.5	-	-180/+130	-175/120	-	-170/130	-	-175/140	-	-
-5.5	-	-650 MGM	england @ italy	home_total	u 1.5	420/-650	'+400/-650	400/-650	-	425/-700	-	425/-770	-	-
-5.5	-	-125 PB	england @ italy	home_total	o 0.5	-132/104	-130/+100	-130/-110	-	-125/-105	-	-122/-108	-	-
-5.5	-	240 FD	ecuador @ colombia	away_total	u 0.5	-330/240	-	-300/210	-	-	-	-	-	-
-5.5	-5.5	-132 BV	caernarfon @ aberystwyth	total	u 3.25	-	-	-	'+102/-132	-	105/-131	-	1.6 - 1.8 - 3.3	0.6 - 1.4 - 2.0
-5.5	-5.5	-285 BV	caernarfon @ aberystwyth	1h_total	o 0.75	-	-	-	-285/+205	-	-294/212	-	0.7 - 0.4 - 1.1	0.4 - 1.0 - 1.4
-5.5	-	220 FD	ad municipal liberia @ santos de guapiles	1h_total	u 0.5	-300/220	-	-275/195	-	-	-	-	-	-
-5.6	-	-250 MGM	venezuela @ chile	away_total	u 1.5	190/-250	-	175/-250	-	-	-	-	-	-
-5.6	-4.7	152 FD	venezuela @ chile	1h_total	u 0.5	-196/152	-	-200/138	-	-	-175/152	-	-	-
-5.6	-	-899 PB	serbia @ montenegro	away_corners	u 8.5	520/-1000	-	-	-	475/-899	-	-	-	-
-5.6	-	-110 FD	peru @ argentina	home_corners	o 5.5	-110/-120	-	-120/-125	-	-	-	-	-	-
-5.6	-	-375 MGM	paraguay @ bolivia	1h_away_total	u 1.5	270/-380	-	250/-375	-	-	-	-	-	-
-5.6	-	-360 DK	northern ireland @ slovenia	away_total	u 1.5	265/-370	'+255/-360	-	-	260/-375	-	255/-360	-	-
-5.6	-	-110 PB	northern ireland @ slovenia	2h_corners	o 4.5	-	-120/-115	-115/-130	-	-110/-130	-	-	-	-
-5.6	-	-265 FD	malta @ ukraine	home_total	o 1.5	-265/200	-280/+205	-275/188	-	-275/200	-	-275/195	-	-
-5.6	-	-120 MGM	malta @ ukraine	2h_corners	u 4.5	-	-110/-120	-120/-120	-	-110/-130	-	-	-	-
-5.6	-	-110 PB	malta @ ukraine	2h_corners	o 4.5	-	-110/-120	-120/-120	-	-110/-130	-	-	-	-
-5.6	-	-1000 PB	malta @ ukraine	1h_btts	u 	-	-	550/-1100	-	550/-1000	-	575/-1115	-	-
-5.6	-	-142 FD	lithuania @ hungary	home_corners	u 6.5	108/-142	'+115/-155	100/-145	-	115/-160	-	102/-136	-	-
-5.6	-	-1000 PB	lithuania @ hungary	away_corners	u 4.5	560/-1150	-	-	-	500/-1000	-	-	-	-
-5.6	-	-150 PB	lithuania @ hungary	2h_total	u 1.5	-	-	110/-160	-	115/-150	-	116/-159	-	-
-5.6	-	-260 FD	lithuania @ hungary	1h_total	o 0.5	-260/194	-	-275/180	-	-260/190	-	-295/205	-	-
